59.0,60.0,56.0,55.0,57.9,1.0
65.0,68.0,69.0,53.7,55.01,0.0
73.0,63.0,66.0,89.0,60.5,1.0
43.0,60.0,65.0,92.66,62.92,1.0
77.0,86.0,56.0,57.0,64.08,1.0
67.0,91.0,58.0,55.0,58.8,0.0
74.0,63.16,65.0,65.0,69.76,1.0
70.0,63.0,70.0,55.0,62.0,0.0
77.0,75.0,73.0,80.0,67.05,0.0
80.92,78.5,67.0,68.71,60.99,0.0
64.0,80.0,65.0,69.0,57.65,0.0
76.5,97.7,78.86,97.4,74.01,0.0
61.0,81.0,66.4,50.89,62.21,1.0
68.2,72.8,66.6,96.0,70.85,0.0
59.0,64.0,58.0,85.0,55.3,0.0
58.0,62.0,64.0,53.88,54.97,0.0
64.0,67.0,69.6,55.67,71.49,1.0
72.0,56.0,69.0,55.6,65.63,1.0
87.0,87.0,68.0,95.0,62.9,0.0
76.0,70.0,76.0,66.0,64.44,1.0
83.84,89.83,77.2,78.74,76.18,1.0
74.0,62.0,68.0,74.0,57.99,0.0
51.0,44.0,57.0,64.0,51.45,0.0
54.0,47.0,57.0,89.69,57.1,0.0
66.0,62.0,73.0,58.0,64.36,1.0
77.4,60.0,64.74,92.0,63.62,1.0
54.0,77.6,69.2,95.65,66.94,1.0
52.0,52.0,55.0,67.0,59.32,1.0
74.0,60.0,69.0,78.0,65.56,1.0
66.5,70.4,71.93,61.0,64.27,1.0
69.5,70.0,72.0,57.2,54.8,1.0
82.0,64.0,73.0,96.0,71.77,1.0
60.0,67.0,70.0,50.48,77.89,0.0
59.6,51.0,60.0,75.0,59.08,0.0
63.4,67.2,60.0,58.06,69.28,1.0
82.0,90.0,83.0,80.0,73.52,0.0
69.0,62.0,69.0,67.0,62.35,1.0
52.0,57.0,50.8,67.0,62.79,0.0
86.5,64.2,67.4,59.0,59.69,1.0
55.0,67.0,64.0,60.0,67.28,1.0
60.4,66.6,65.0,71.0,52.71,0.0
58.0,61.0,61.0,58.0,53.94,0.0
74.9,57.0,62.0,80.0,60.78,1.0
83.96,53.0,91.0,59.32,69.71,1.0
62.0,51.0,52.0,68.44,62.77,0.0
48.0,51.0,58.0,60.0,58.79,1.0
76.76,76.5,67.5,73.35,64.15,0.0
55.0,49.8,67.25,55.0,51.58,0.0
65.0,68.0,64.0,75.0,57.8,0.0
69.8,60.8,72.23,55.53,68.81,1.0
70.5,62.5,61.0,93.91,69.03,1.0
63.0,66.2,65.6,60.0,62.54,0.0
74.0,66.0,58.0,70.0,60.23,1.0
56.28,62.83,59.79,60.0,57.29,1.0
79.0,76.0,65.6,58.0,55.47,1.0
52.0,62.0,54.0,72.0,55.41,0.0
61.0,70.0,64.0,68.5,59.5,0.0
82.0,61.0,62.0,89.0,65.45,0.0
76.0,64.0,72.0,58.0,66.53,1.0
63.0,67.0,74.0,82.0,60.44,0.0
69.6,68.4,78.3,60.0,63.7,0.0
52.58,54.6,50.2,76.0,65.33,1.0
56.6,64.8,70.2,84.27,67.2,0.0
72.0,60.0,69.0,55.5,58.4,1.0
56.0,52.0,52.0,66.0,59.43,0.0
64.0,73.5,73.0,52.0,56.7,1.0
64.0,70.2,61.0,50.0,62.5,1.0
47.0,55.0,65.0,62.0,65.04,1.0
85.8,73.6,73.3,96.8,55.5,0.0
76.0,80.0,78.0,97.0,70.48,0.0
77.0,61.0,68.0,57.5,61.31,1.0
84.0,75.0,69.0,62.0,62.36,1.0
73.0,78.0,65.0,95.46,62.16,0.0
67.16,72.5,63.35,53.04,65.52,1.0
78.0,77.0,80.0,60.0,66.72,1.0
63.0,60.0,57.0,78.0,54.55,0.0
79.0,76.0,85.0,95.0,69.06,1.0
60.8,68.4,64.6,82.66,64.34,0.0
52.0,63.0,65.0,86.0,56.09,0.0
74.0,73.0,73.0,80.0,67.69,1.0
51.0,54.0,61.0,60.0,60.64,0.0
77.0,87.0,59.0,68.0,68.63,1.0
63.0,67.0,66.0,68.0,57.69,0.0
84.86,67.0,78.0,95.5,68.53,0.0
71.0,79.0,66.0,94.0,57.55,0.0
82.0,64.0,66.0,67.0,62.14,0.0
59.0,62.0,77.5,74.0,67.0,1.0
58.0,70.0,61.0,54.0,52.21,0.0
73.0,73.0,66.0,70.0,68.07,0.0
85.0,90.0,82.0,92.0,68.03,1.0
73.96,79.0,67.0,72.15,63.08,1.0
84.0,90.9,64.5,86.04,59.42,0.0
